Título,Veículo,Resumo,Resumo bruto,Link,Data
Reforma tributária: Guedes defende simplificação de tributos no Brasil - Correio Braziliense,Correio Braziliense,Reforma tributária: Guedes defende simplificação de tributos no Brasil,"<a href=""https://news.google.com/rss/articles/CBMi0wFBVV95cUxNRTJNZ05jWURoVzVHMDM2WHp2OVM3T3BhYUJfWldPQkV5WUpoZkhLaVZpMGVYQzRocjdJdklQMU4xV0dhQ29lYlVRbmN0a0xQSU1BQ1BMOThoNlpvbFlKanZsWGxXa3JqemkxREVmdkZwVW4tYjMzeF9ERzA0WVFMbWthTHppZzVzY1BoZ1dLRzBvWHpMWG56RVdSVWFtcmNLZlg2bXNwM2xkLXYtSUg3bnQzSWF4NzA5Q0lhUnJqUVBkblh6SnFHWGMzZHhjcUFVejY40gHYAUFVX3lxTE41dTROM3NFbFJWNWNqX1p3eEtTUU5rb2RwVWUwWTd1WHVPWGc1VG5XWkQ2aVJoazZNWHpmdkRYaU1nOGpvLWlXYTlRSjJkbXJXcndUd0Jkc0YwYVd6YjAwd09pdHI1WmlaanFpbTIyakVTSWVwU3BLR3JJWGpBNFV1UUF2cWZPUlZPc2QzZTVNeG5FNmV2STh4eHZQMlhMN2Rlcm0tc0RJMzZKWF9zUmRpMk9scGVEQTZLVzZXTlVHNEdBUXFlUDBNc0FMcXoxZHREZVFyNFZIdg?oc=5"" target=""_blank"">Reforma tributária: Guedes defende simplificação de tributos no Brasil</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Correio Braziliense</font>",https://news.google.com/rss/articles/CBMi0wFBVV95cUxNRTJNZ05jWURoVzVHMDM2WHp2OVM3T3BhYUJfWldPQkV5WUpoZkhLaVZpMGVYQzRocjdJdklQMU4xV0dhQ29lYlVRbmN0a0xQSU1BQ1BMOThoNlpvbFlKanZsWGxXa3JqemkxREVmdkZwVW4tYjMzeF9ERzA0WVFMbWthTHppZzVzY1BoZ1dLRzBvWHpMWG56RVdSVWFtcmNLZlg2bXNwM2xkLXYtSUg3bnQzSWF4NzA5Q0lhUnJqUVBkblh6SnFHWGMzZHhjcUFVejY40gHYAUFVX3lxTE41dTROM3NFbFJWNWNqX1p3eEtTUU5rb2RwVWUwWTd1WHVPWGc1VG5XWkQ2aVJoazZNWHpmdkRYaU1nOGpvLWlXYTlRSjJkbXJXcndUd0Jkc0YwYVd6YjAwd09pdHI1WmlaanFpbTIyakVTSWVwU3BLR3JJWGpBNFV1UUF2cWZPUlZPc2QzZTVNeG5FNmV2STh4eHZQMlhMN2Rlcm0tc0RJMzZKWF9zUmRpMk9scGVEQTZLVzZXTlVHNEdBUXFlUDBNc0FMcXoxZHREZVFyNFZIdg?oc=5,2022-04-27
Política tributária e incentivo a tecnologias sustentáveis: o Brasil na contramão? - Ipea - Instituto de Pesquisa Econômica Aplicada,Instituto de Pesquisa Econômica Aplicada,Política tributária e incentivo a tecnologias sustentáveis: o Brasil na contramão?,"<a href=""https://news.google.com/rss/articles/CBMi5gFBVV95cUxQdUNyX1RYeGlrMDQzLVR2MDFzNmNCYzhVV3NLOENLTlc2Tlgza1kzSVd1a25aUHJ5UnU1bjlVVzVhb3AwTzNLQmc4NzBiLTZYb3g3a3BnLWJpY05jZnFRSTNfZjh3YXZsOWpVWG1nNDd5SmViVEV0RW1ibi1HZlpBeDVRRTBMZUpvU1FqeGFINkJkc21TeTZ4WHd5MzQwZGtfRHB0Y05ZVV9PUVRxUjNkbHpaQU5JVTJyYTJsNzJJbTMwZDFIa0FodlY1TU42NzNLRHZXNVVTN1V1REptNjRhc1ItV0c2QQ?oc=5"" target=""_blank"">Política tributária e incentivo a tecnologias sustentáveis: o Brasil na contramão?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Ipea - Instituto de Pesquisa Econômica Aplicada</font>",https://news.google.com/rss/articles/CBMi5gFBVV95cUxQdUNyX1RYeGlrMDQzLVR2MDFzNmNCYzhVV3NLOENLTlc2Tlgza1kzSVd1a25aUHJ5UnU1bjlVVzVhb3AwTzNLQmc4NzBiLTZYb3g3a3BnLWJpY05jZnFRSTNfZjh3YXZsOWpVWG1nNDd5SmViVEV0RW1ibi1HZlpBeDVRRTBMZUpvU1FqeGFINkJkc21TeTZ4WHd5MzQwZGtfRHB0Y05ZVV9PUVRxUjNkbHpaQU5JVTJyYTJsNzJJbTMwZDFIa0FodlY1TU42NzNLRHZXNVVTN1V1REptNjRhc1ItV0c2QQ?oc=5,2022-05-04
Ministro da Economia defende taxar super-ricos e desonerar empresas - EBC - Empresa Brasil de Comunicação,Empresa Brasil de Comunicação,Ministro da Economia defende taxar super-ricos e desonerar empresas,"<a href=""https://news.google.com/rss/articles/CBMiwwFBVV95cUxOVWV0TVFSWEhEYTlVWEdkXzlZdm9JT2dXVG9zRWJwcjJEbnllUVRGaHVPTWU5ZlU0d240dk13LVNqOFNZVzhzeWxOTnB5QzhnVHpkM0w1bWVOVVpEdC1FQ2J3MWZzenFUcXdFLXBYVTktNmI2Q2NKVW9naThtd1VQeExyNVpvQjlBVHp0SkFYMjZzTkFvX25hN21pc3czVjRjTnRKck9EM0paUGQtMmxONE5MOFp3R0FfOVF0cW96RnNMWDQ?oc=5"" target=""_blank"">Ministro da Economia defende taxar super-ricos e desonerar empresas</a>&nbsp;&nbsp;<font color=""#6f6f6f"">EBC - Empresa Brasil de Comunicação</font>",https://news.google.com/rss/articles/CBMiwwFBVV95cUxOVWV0TVFSWEhEYTlVWEdkXzlZdm9JT2dXVG9zRWJwcjJEbnllUVRGaHVPTWU5ZlU0d240dk13LVNqOFNZVzhzeWxOTnB5QzhnVHpkM0w1bWVOVVpEdC1FQ2J3MWZzenFUcXdFLXBYVTktNmI2Q2NKVW9naThtd1VQeExyNVpvQjlBVHp0SkFYMjZzTkFvX25hN21pc3czVjRjTnRKck9EM0paUGQtMmxONE5MOFp3R0FfOVF0cW96RnNMWDQ?oc=5,2022-05-09
Projeto altera Imposto de Renda das empresas de sementes transgênicas - Portal da Câmara dos Deputados,Portal da Câmara dos Deputados,Projeto altera Imposto de Renda das empresas de sementes transgênicas,"<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxNNEo1RVF2d2tLdklsNWpUMlFOZUdBRnEzNG5OLU9qV1NPNFJ0WVlFNDVCY2RXYXRLb3E1YnJwa3ZJTmMtOXItaV84M1pPWEFUX0cxS3dhMDk5NFR0ZC1hb0wyQ003SmJLQUFHT3ExWHdtbm00c2FxcmZzNFNoWEFmbmVYbzlFWWgzTnVhb28zX0JSUXVzeEhJdUZsSjY3NHJ5amtyd0xJSmFGLU14Mmh5eA?oc=5"" target=""_blank"">Projeto altera Imposto de Renda das empresas de sementes transgênicas</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Portal da Câmara dos Deputados</font>",https://news.google.com/rss/articles/CBMisAFBVV95cUxNNEo1RVF2d2tLdklsNWpUMlFOZUdBRnEzNG5OLU9qV1NPNFJ0WVlFNDVCY2RXYXRLb3E1YnJwa3ZJTmMtOXItaV84M1pPWEFUX0cxS3dhMDk5NFR0ZC1hb0wyQ003SmJLQUFHT3ExWHdtbm00c2FxcmZzNFNoWEFmbmVYbzlFWWgzTnVhb28zX0JSUXVzeEhJdUZsSjY3NHJ5amtyd0xJSmFGLU14Mmh5eA?oc=5,2022-05-06
Guedes volta a defender versão enxuta de reforma tributária e tributação de super-ricos - CNN Brasil,CNN Brasil,Guedes volta a defender versão enxuta de reforma tributária e tributação de super-ricos,"<a href=""https://news.google.com/rss/articles/CBMi1wFBVV95cUxNVEFhTG5Dcm1HV25qM0d1UElPMmwxVVV0VFdISzRwMTJXajN1Y21IZl9QSFlqRjdRQUF2Z2xrWnNDcDRmOTBvRUNaTUUwdUdfajRRaXBfdmVoWlRCSVphdHZJcWx5eTl6dzJrX04tR3EyUHdRR0w2eTNuZEV5bk1hdmlvbnJBblJ5TjZpamRud1VIdmNUQzYtUjVYaDRVVkU1RVZpMlRZTnFrd1dHQ2Ftc3BlcEduRW9NTTliVFBOVl93bXlXYkl3dVlkRC1xaHo3STQ4UGVPWQ?oc=5"" target=""_blank"">Guedes volta a defender versão enxuta de reforma tributária e tributação de super-ricos</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNN Brasil</font>",https://news.google.com/rss/articles/CBMi1wFBVV95cUxNVEFhTG5Dcm1HV25qM0d1UElPMmwxVVV0VFdISzRwMTJXajN1Y21IZl9QSFlqRjdRQUF2Z2xrWnNDcDRmOTBvRUNaTUUwdUdfajRRaXBfdmVoWlRCSVphdHZJcWx5eTl6dzJrX04tR3EyUHdRR0w2eTNuZEV5bk1hdmlvbnJBblJ5TjZpamRud1VIdmNUQzYtUjVYaDRVVkU1RVZpMlRZTnFrd1dHQ2Ftc3BlcEduRW9NTTliVFBOVl93bXlXYkl3dVlkRC1xaHo3STQ4UGVPWQ?oc=5,2022-05-09
Parlamentares debatem propostas em painel do Congresso na XXIII Marcha dos Municípios - Confederação Nacional de Municípios (CNM),Confederação Nacional de Municípios (CNM),Parlamentares debatem propostas em painel do Congresso na XXIII Marcha dos Municípios,"<a href=""https://news.google.com/rss/articles/CBMiwwFBVV95cUxPbXY0V1dYcmZGZy1IS1ZKTHViSVV1NjJwcjctN2pHV1o5S2JicmhSeFBlblZGT0tQd0RNVGlfQnEyN1dXX0M5RFJPOXlNRTQ4QkxNX3o5bVhIWUk4MFEzNlJ5RmFzZU0zRjdxeG1YbjBGQjJmUHp3My1NazEwTGZmX1JFRlB5RW5sTDdKd21Gcm9pWktkSVM3b2FBY0VINU9LZGQyNWY2VDhnR1d2WTVTQ2J4a0pBb2tkODNpQmZDLXE3UGM?oc=5"" target=""_blank"">Parlamentares debatem propostas em painel do Congresso na XXIII Marcha dos Municípios</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Confederação Nacional de Municípios (CNM)</font>",https://news.google.com/rss/articles/CBMiwwFBVV95cUxPbXY0V1dYcmZGZy1IS1ZKTHViSVV1NjJwcjctN2pHV1o5S2JicmhSeFBlblZGT0tQd0RNVGlfQnEyN1dXX0M5RFJPOXlNRTQ4QkxNX3o5bVhIWUk4MFEzNlJ5RmFzZU0zRjdxeG1YbjBGQjJmUHp3My1NazEwTGZmX1JFRlB5RW5sTDdKd21Gcm9pWktkSVM3b2FBY0VINU9LZGQyNWY2VDhnR1d2WTVTQ2J4a0pBb2tkODNpQmZDLXE3UGM?oc=5,2022-04-27
"Guedes sugere reforma do IR enxuta, tributando super-ricos e cortando imposto de empresas - InfoMoney",InfoMoney,"Guedes sugere reforma do IR enxuta, tributando super-ricos e cortando imposto de empresas","<a href=""https://news.google.com/rss/articles/CBMizwFBVV95cUxNWDZjR2U3TFBpMzdLTkdBdTVCVUp5dDJZLWFYY2RybG5sMWk0Ul9FWVFkaDZzeTRzMzVpM1pQcmw3LUxCRFB2UFIxQnlOSDlTQ19ERUFlVkJyQ0NOZFhoMDdQNFRGQ1ZYMFRvazhlb21DSlVxdXVVc3VkOUg3VlM1NUV4SDJqLTlYRGdac05zSk03Njk5TmJIekR1YnZ1Sms0ZEtDSFBNSXlKSG1xRzVnay1ObGNwMWdoY2I0aFFQMVJXbFcwQlJCMjVhaVEzcTjSAdQBQVVfeXFMTmFnVXBoZXpfNkY3WU1KRXFxVlRMY3lhQVhzdmpJODZTczEtR2R1a3FFb2lmdW5Zd3VIbEwxb0pqVVo3VHhLcW9RNHFUamRDaldCdW1IRTNBa3hLV0VkR0ZvOGcwWVF5U05KRmZrVG5BTVFzOElJUjk1SktWU0JwQUhyMUN1MktxZmNxTFJiRWZJTkFBd3p0U3hQU2FabDJVcE1DZGJrMEdORjdKVDMzVGJtMzNCbi1nSF9mY2tsQnhfeEZQQ2xibVpYanB0YjA3RGl3WlQ?oc=5"" target=""_blank"">Guedes sugere reforma do IR enxuta, tributando super-ricos e cortando imposto de empresas</a>&nbsp;&nbsp;<font color=""#6f6f6f"">InfoMoney</font>",https://news.google.com/rss/articles/CBMizwFBVV95cUxNWDZjR2U3TFBpMzdLTkdBdTVCVUp5dDJZLWFYY2RybG5sMWk0Ul9FWVFkaDZzeTRzMzVpM1pQcmw3LUxCRFB2UFIxQnlOSDlTQ19ERUFlVkJyQ0NOZFhoMDdQNFRGQ1ZYMFRvazhlb21DSlVxdXVVc3VkOUg3VlM1NUV4SDJqLTlYRGdac05zSk03Njk5TmJIekR1YnZ1Sms0ZEtDSFBNSXlKSG1xRzVnay1ObGNwMWdoY2I0aFFQMVJXbFcwQlJCMjVhaVEzcTjSAdQBQVVfeXFMTmFnVXBoZXpfNkY3WU1KRXFxVlRMY3lhQVhzdmpJODZTczEtR2R1a3FFb2lmdW5Zd3VIbEwxb0pqVVo3VHhLcW9RNHFUamRDaldCdW1IRTNBa3hLV0VkR0ZvOGcwWVF5U05KRmZrVG5BTVFzOElJUjk1SktWU0JwQUhyMUN1MktxZmNxTFJiRWZJTkFBd3p0U3hQU2FabDJVcE1DZGJrMEdORjdKVDMzVGJtMzNCbi1nSF9mY2tsQnhfeEZQQ2xibVpYanB0YjA3RGl3WlQ?oc=5,2022-05-09
Prefeitura do Rio aumenta nota de capacidade de pagamento junto ao Tesouro Nacional - Prefeitura da Cidade do Rio de Janeiro,Prefeitura da Cidade do Rio de Janeiro,Prefeitura do Rio aumenta nota de capacidade de pagamento junto ao Tesouro Nacional,"<a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxPTXFwaFRhcjM4d3lDQ2hPQnVCQjR1NEMxY253Y2RFdnlDVjVxME9OUElGSVdiTEFiSGZNRkxZUUJQRVRtMWZ2RTNQVkRIWVplR09NTjYxeXJERmFObm01OXVMaVB4YzQyZU1WZXUza1N3dmREdnRNX1hObUpCREE2dTJsN191dWNjMndLcmRDNWl5QnNMNjBlS0VTaUdCVEJUaG9DcnR5NFdIOVN3LVVyX2ZueExpdw?oc=5"" target=""_blank"">Prefeitura do Rio aumenta nota de capacidade de pagamento junto ao Tesouro Nacional</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Prefeitura da Cidade do Rio de Janeiro</font>",https://news.google.com/rss/articles/CBMitgFBVV95cUxPTXFwaFRhcjM4d3lDQ2hPQnVCQjR1NEMxY253Y2RFdnlDVjVxME9OUElGSVdiTEFiSGZNRkxZUUJQRVRtMWZ2RTNQVkRIWVplR09NTjYxeXJERmFObm01OXVMaVB4YzQyZU1WZXUza1N3dmREdnRNX1hObUpCREE2dTJsN191dWNjMndLcmRDNWl5QnNMNjBlS0VTaUdCVEJUaG9DcnR5NFdIOVN3LVVyX2ZueExpdw?oc=5,2022-05-09
Lei da Alienação Parental: veja o que mudou - Senado,Senado,Lei da Alienação Parental: veja o que mudou,"<a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxNd3FxOXlGNTBzM3RhaXJaV0tIa3lOTEd3QktVYU5sZHVDeEdidW42dkxNY0FIQUo3bzNDc1NTMU9nNUEwMmFyYWNLbVVhS3lVTzFGNVRXQ25IOXFxRFJCVjVhcG1WekRDVUlDQWpRYlhxVkUzYVpLWWRRTnRidHpqYmRYRzZlX2Rnb201dVQtX1VHalJ2TkZYTE1EVVk?oc=5"" target=""_blank"">Lei da Alienação Parental: veja o que mudou</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Senado</font>",https://news.google.com/rss/articles/CBMinAFBVV95cUxNd3FxOXlGNTBzM3RhaXJaV0tIa3lOTEd3QktVYU5sZHVDeEdidW42dkxNY0FIQUo3bzNDc1NTMU9nNUEwMmFyYWNLbVVhS3lVTzFGNVRXQ25IOXFxRFJCVjVhcG1WekRDVUlDQWpRYlhxVkUzYVpLWWRRTnRidHpqYmRYRzZlX2Rnb201dVQtX1VHalJ2TkZYTE1EVVk?oc=5,2022-04-22
Maior carga em 12 anos: quais impostos mais pesam sobre pessoas e empresas no Brasil - Gazeta do Povo,Gazeta do Povo,Maior carga em 12 anos: quais impostos mais pesam sobre pessoas e empresas no Brasil,"<a href=""https://news.google.com/rss/articles/CBMiwwFBVV95cUxPTklmN09EQjFZcUNOclZ5Vmd5cjFMYWdSQUJidndrdGdGc1I5QklvZUZ3T1V4RXMwOEZnT0t4TWdQZTBiZnJjUjNJUVBwZ2JieWRpUVNScTlUbXZpX1Fwb3JVR2Jxbk9BNEF1ZEJVREtuS1ptbmpTd2JORU1BQjlCVjc0dXNsX1BkdFc1cEd2UkJXRE9MNDhtVzhBam00NmJzYmdULWpKdXFhS3IyUUZreFhnWFFiRnFDa3JmNWRuWjVpT0U?oc=5"" target=""_blank"">Maior carga em 12 anos: quais impostos mais pesam sobre pessoas e empresas no Brasil</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Gazeta do Povo</font>",https://news.google.com/rss/articles/CBMiwwFBVV95cUxPTklmN09EQjFZcUNOclZ5Vmd5cjFMYWdSQUJidndrdGdGc1I5QklvZUZ3T1V4RXMwOEZnT0t4TWdQZTBiZnJjUjNJUVBwZ2JieWRpUVNScTlUbXZpX1Fwb3JVR2Jxbk9BNEF1ZEJVREtuS1ptbmpTd2JORU1BQjlCVjc0dXNsX1BkdFc1cEd2UkJXRE9MNDhtVzhBam00NmJzYmdULWpKdXFhS3IyUUZreFhnWFFiRnFDa3JmNWRuWjVpT0U?oc=5,2022-04-23
"Na reta final do governo, Guedes recorre a ideia semelhante à de Lula - VEJA",VEJA,"Na reta final do governo, Guedes recorre a ideia semelhante à de Lula","<a href=""https://news.google.com/rss/articles/CBMingFBVV95cUxPVEkxeTJrZVNIOHR4R2lMamRLblhfcU16ZWpUeERPOWhIRTFfZGZkbDdvN3ctd0UxSGIwZWFoQVBtMlFtZ1JlVDcybEVjcXc5RmlkTThINm80UzFELWpuSTVvc1M1STFDSFBrOHNDaEhuLWl2TTBPNWF5NVRGTVBhMllWMHBudng2VjROS1NzWGl5YVN0cWpZZEtnNUFWQQ?oc=5"" target=""_blank"">Na reta final do governo, Guedes recorre a ideia semelhante à de Lula</a>&nbsp;&nbsp;<font color=""#6f6f6f"">VEJA</font>",https://news.google.com/rss/articles/CBMingFBVV95cUxPVEkxeTJrZVNIOHR4R2lMamRLblhfcU16ZWpUeERPOWhIRTFfZGZkbDdvN3ctd0UxSGIwZWFoQVBtMlFtZ1JlVDcybEVjcXc5RmlkTThINm80UzFELWpuSTVvc1M1STFDSFBrOHNDaEhuLWl2TTBPNWF5NVRGTVBhMllWMHBudng2VjROS1NzWGl5YVN0cWpZZEtnNUFWQQ?oc=5,2022-05-09
Criação de imposto nos moldes da CPMF volta ao debate público - Correio Braziliense,Correio Braziliense,Criação de imposto nos moldes da CPMF volta ao debate público,"<a href=""https://news.google.com/rss/articles/CBMilAFBVV95cUxQTkVfOVpkWEdrRm5zN1p4UzR2cXdhOEg3ZWVUeGtkVDZ6YzZQRXltWVI1dUZoT2VDSDdMSXpBc3lkZXZ4bHBzZ1NneFZJZktOS1VqbXI3S2lEbTJtOTNIVWJsdDJrVlg0VjlCTTFtQ2RoUHdIa0RBWHdORi14cWNnT3RVamVIM0NjNXR5c1BzQU0wMTQ10gGaAUFVX3lxTE5hQ3NabnNLZDN0c3A4d3BIU1BhT0daZFdZMURHSndreTgzcVgzQUhRYjFORTRkVllVdW9kVjd6RnJXbDhFYkFCelVMeUxMX3JGNzdxWXFZWDlQLVhPcFI3Zk1rWWtVN3VZMmZTWE1PeWswU3dQYzVrWHhBN0dVS2JjMFFfNnY1NUEyUkdIRWNaaEFQT2lWWDF4eFE?oc=5"" target=""_blank"">Criação de imposto nos moldes da CPMF volta ao debate público</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Correio Braziliense</font>",https://news.google.com/rss/articles/CBMilAFBVV95cUxQTkVfOVpkWEdrRm5zN1p4UzR2cXdhOEg3ZWVUeGtkVDZ6YzZQRXltWVI1dUZoT2VDSDdMSXpBc3lkZXZ4bHBzZ1NneFZJZktOS1VqbXI3S2lEbTJtOTNIVWJsdDJrVlg0VjlCTTFtQ2RoUHdIa0RBWHdORi14cWNnT3RVamVIM0NjNXR5c1BzQU0wMTQ10gGaAUFVX3lxTE5hQ3NabnNLZDN0c3A4d3BIU1BhT0daZFdZMURHSndreTgzcVgzQUhRYjFORTRkVllVdW9kVjd6RnJXbDhFYkFCelVMeUxMX3JGNzdxWXFZWDlQLVhPcFI3Zk1rWWtVN3VZMmZTWE1PeWswU3dQYzVrWHhBN0dVS2JjMFFfNnY1NUEyUkdIRWNaaEFQT2lWWDF4eFE?oc=5,2022-04-18
Abertas as inscrições para o I Congresso Internacional de Direito Tributário IAT 2022 - Migalhas,Migalhas,Abertas as inscrições para o I Congresso Internacional de Direito Tributário IAT 2022,"<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxOZ0huaXFINnQ2TkwyeWhaMlE0Vm54dFBuNE9FVHFfaE5odGZjdTBXX3dVRWVDU3ljYWNSVW9YYjBCZ0NVb0xPWG84ZDk1ZTNBYllqSEU3MGRFbjBLSzVSQm03d3dVemk5R1R2aXYtVjhNcWJFVmcydXN0Vm9Ja0NtUGpfZUJvMzZqSVlDc1FrM1VMUXlOSGo4T1c5YzNPT0R5Mndtb2tlVXBCVG1zTC0tNNIBtgFBVV95cUxPdDE0WDNHNmZwZU5IcV9MRHJiZDhnSHZlemFqczYtVktBVVhrRFRseE5qdHhyUjZaM0ptWTF1OVBwX3JPWDJxZk41UXk5RjJHWGJySU5YYzhZRC1uTDlORXBMeEdWLXNOZ3EzSzF2T1lHM0hla3lJOHNXRFdDOHdvdnEzdWN3SVRybkF0N3ZyU1lVWldhV3ppem80eVplRFBCWTFBbk1QblZPTnhiZkcyaEpJdmE1dw?oc=5"" target=""_blank"">Abertas as inscrições para o I Congresso Internacional de Direito Tributário IAT 2022</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Migalhas</font>",https://news.google.com/rss/articles/CBMisAFBVV95cUxOZ0huaXFINnQ2TkwyeWhaMlE0Vm54dFBuNE9FVHFfaE5odGZjdTBXX3dVRWVDU3ljYWNSVW9YYjBCZ0NVb0xPWG84ZDk1ZTNBYllqSEU3MGRFbjBLSzVSQm03d3dVemk5R1R2aXYtVjhNcWJFVmcydXN0Vm9Ja0NtUGpfZUJvMzZqSVlDc1FrM1VMUXlOSGo4T1c5YzNPT0R5Mndtb2tlVXBCVG1zTC0tNNIBtgFBVV95cUxPdDE0WDNHNmZwZU5IcV9MRHJiZDhnSHZlemFqczYtVktBVVhrRFRseE5qdHhyUjZaM0ptWTF1OVBwX3JPWDJxZk41UXk5RjJHWGJySU5YYzhZRC1uTDlORXBMeEdWLXNOZ3EzSzF2T1lHM0hla3lJOHNXRFdDOHdvdnEzdWN3SVRybkF0N3ZyU1lVWldhV3ppem80eVplRFBCWTFBbk1QblZPTnhiZkcyaEpJdmE1dw?oc=5,2022-04-19
Senado analisa atendimento prioritário a acompanhantes de idosos e grávidas — Senado Notícias - Senado,Senado,Senado analisa atendimento prioritário a acompanhantes de idosos e grávidas — Senado Notícias,"<a href=""https://news.google.com/rss/articles/CBMixgFBVV95cUxQclBrbzI0ZkdFXzk0UFd3LTcxNDRLM01wdmNMSzJIZzJ5dFA3OXJpQlZ5N0UtU0kydlB5Um1xaFZrQnRpN21HTnIyNmpYNk9NMkZ3THFPeHNDTlZPbm5VTlN6bGhlQTFVZHVJd19pOE8zbVNQeW5CVWhfclY0Rl9WYVVBamttWC1LcWF2TXJyY1VFZHRObElBZUgydEhHRGIxb0h5Q2xPVWtmeU9DOXREaFVXeXlqVUI3aUFKUmdZSUFkVmFkS2c?oc=5"" target=""_blank"">Senado analisa atendimento prioritário a acompanhantes de idosos e grávidas — Senado Notícias</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Senado</font>",https://news.google.com/rss/articles/CBMixgFBVV95cUxQclBrbzI0ZkdFXzk0UFd3LTcxNDRLM01wdmNMSzJIZzJ5dFA3OXJpQlZ5N0UtU0kydlB5Um1xaFZrQnRpN21HTnIyNmpYNk9NMkZ3THFPeHNDTlZPbm5VTlN6bGhlQTFVZHVJd19pOE8zbVNQeW5CVWhfclY0Rl9WYVVBamttWC1LcWF2TXJyY1VFZHRObElBZUgydEhHRGIxb0h5Q2xPVWtmeU9DOXREaFVXeXlqVUI3aUFKUmdZSUFkVmFkS2c?oc=5,2022-04-25
"Quem fez a reforma trabalhista tem mentalidade escravocrata, diz Lula - CNN Brasil",CNN Brasil,"Quem fez a reforma trabalhista tem mentalidade escravocrata, diz Lula","<a href=""https://news.google.com/rss/articles/CBMiqwFBVV95cUxPZWFfb0owaTczNzJSNWdwakZINW1XaVJVUmRpY3JGa1F0UUJhZEJ2ck1BSDJoYWhBQ01vdnlnRk9CLXFGSnRmaFA3S0dWanhMMlFZX3h2dk1tSzc3d3pGTnJHeXRyTldsSFhnaGs2Sl9wQkxaeDZ2cTlKUHVrQ2lUZFd3OE5PTmlLNi1PcGJJckxFcEN0Ni05OVhfM1A5aUlfanZqNkNsNy1xTjA?oc=5"" target=""_blank"">Quem fez a reforma trabalhista tem mentalidade escravocrata, diz Lula</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNN Brasil</font>",https://news.google.com/rss/articles/CBMiqwFBVV95cUxPZWFfb0owaTczNzJSNWdwakZINW1XaVJVUmRpY3JGa1F0UUJhZEJ2ck1BSDJoYWhBQ01vdnlnRk9CLXFGSnRmaFA3S0dWanhMMlFZX3h2dk1tSzc3d3pGTnJHeXRyTldsSFhnaGs2Sl9wQkxaeDZ2cTlKUHVrQ2lUZFd3OE5PTmlLNi1PcGJJckxFcEN0Ni05OVhfM1A5aUlfanZqNkNsNy1xTjA?oc=5,2022-05-12
